idptar;nomptar;STIF;CodeINSEE;X;Y;coord;UFR;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;PAQT;Accessibilite Quai Train;IDAMIVIF
2265254;Gare Saint-Lazare;;;;;;1;;;;;;;IDAMIVIF
2265278;Epone Mezières;;;;;;0;;;;;;;IDAMIVIF
2265280;Mantes-Station;;;;;;0;;;;;;;IDAMIVIF
2265281;Mantes-Station;;;;;;0;;;;;;;IDAMIVIF
2265279;Epone Mezières;;;;;;0;;;;;;;IDAMIVIF
2265261;Sartrouville;;;;;;1;;;;;;;IDAMIVIF
46101;Bois-Colombes;;;;;;1;;;;;;;IDAMIVIF
46102;Colombes;;;;;;1;;;;;;;IDAMIVIF
46618;Cormeilles-en-Parisis;;;;;;0;;;;;;;IDAMIVIF
46616;Argenteuil;;;;;;0;;;;;;;IDAMIVIF
46615;Le Stade;;;;;;0;;;;;;;IDAMIVIF
170125;Asnières;;;;;;1;;;;;;;IDAMIVIF
809236;Sannois;;;;;;1;;;;;;;IDAMIVIF
810758;Bois-Colombes;;;;;;1;;;;;;;IDAMIVIF
810762;Le Stade;;;;;;0;;;;;;;IDAMIVIF
46431;Argenteuil;;;;;;0;;;;;;;IDAMIVIF
5161576;Conflans-Fin d'Oise;;;;;;1;;;;;;;IDAMIVIF
46120;Pontoise;;;;;;0;;;;;;;IDAMIVIF
46121;Osny;;;;;;0;;;;;;;IDAMIVIF
46123;Montgeroult Courcelles;;;;;;0;;;;;;;IDAMIVIF
46126;Chars;;;;;;0;;;;;;;IDAMIVIF
46132;Lavilletertre;;;;;;0;;;;;;;IDAMIVIF
46133;Liancourt-Saint-Pierre;;;;;;0;;;;;;;IDAMIVIF
46134;Trie-Château;;;;;;0;;;;;;;IDAMIVIF
46517;Gisors;;;;;;1;;;;;;;IDAMIVIF
46646;Trie-Château;;;;;;0;;;;;;;IDAMIVIF
46645;Liancourt-Saint-Pierre;;;;;;0;;;;;;;IDAMIVIF
46638;Chars;;;;;;0;;;;;;;IDAMIVIF
46635;Montgeroult Courcelles;;;;;;0;;;;;;;IDAMIVIF
5161577;Conflans-Fin d'Oise;;;;;;1;;;;;;;IDAMIVIF
46628;La Frette Montigny;;;;;;0;;;;;;;IDAMIVIF
46943;Argenteuil;;;;;;0;;;;;;;IDAMIVIF
810753;Pont Cardinet;;;;;;0;;;;;;;IDAMIVIF
591489;La Frette Montigny;;;;;;0;;;;;;;IDAMIVIF
46110;Conflans-Fin d'Oise;;;;;;1;;;;;;;IDAMIVIF
46136;Issou Porcheville;;;;;;0;;;;;;;IDAMIVIF
46138;Mantes-Station;;;;;;0;;;;;;;IDAMIVIF
46625;Vaux-sur-Seine;;;;;;0;;;;;;;IDAMIVIF
46619;Gare Saint-Lazare;;;;;;1;;;;;;;IDAMIVIF
3144457;Asnières;;;;;;1;;;;;;;IDAMIVIF
3953360;Nanterre-Université;;;;;;1;;;;;;;IDAMIVIF
3144465;H1lles Carrières-sur-Seine;;;;;;1;;;;;;;IDAMIVIF
3144467;Sartrouville;;;;;;1;;;;;;;IDAMIVIF
3144473;Poissy;;;;;;1;;;;;;;IDAMIVIF
3144472;Achères Grand Cormier;;;;;;0;;;;;;;IDAMIVIF
3144470;Maisons-Laffitte;;;;;;1;;;;;;;IDAMIVIF
4747047;Le Stade;;;;;;0;;;;;;;IDAMIVIF
4747051;Val d'Argenteuil;;;;;;1;;;;;;;IDAMIVIF
4747053;Cormeilles-en-Parisis;;;;;;0;;;;;;;IDAMIVIF
4747061;Conflans-Fin d'Oise;;;;;;1;;;;;;;IDAMIVIF
4747184;Vaux-sur-Seine;;;;;;0;;;;;;;IDAMIVIF
4747192;Gargenville;;;;;;0;;;;;;;IDAMIVIF
4747196;Limay;;;;;;0;;;;;;;IDAMIVIF
4747191;Juziers;;;;;;0;;;;;;;IDAMIVIF
4747181;Chanteloup-lès-Vignes;;;;;;0;;;;;;;IDAMIVIF
4747467;Andrésy;;;;;;0;;;;;;;IDAMIVIF
4747058;Herblay;;;;;;0;;;;;;;IDAMIVIF
4747048;Le Stade;;;;;;0;;;;;;;IDAMIVIF
4747046;Colombes;;;;;;1;;;;;;;IDAMIVIF
46436;La Défense (Grande Arche);;;;;;1;;;;;;;IDAMIVIF
46166;Suresnes Mont-Valérien;;;;;;1;;;;;;;IDAMIVIF
46167;Le Val d'Or;;;;;;1;;;;;;;IDAMIVIF
46683;Montreuil;;;;;;1;;;;;;;IDAMIVIF
46682;Viroflay-Rive Droite;;;;;;0;;;;;;;IDAMIVIF
46681;Chaville-Rive Droite;;;;;;1;;;;;;;IDAMIVIF
46948;La Défense (Grande Arche);;;;;;1;;;;;;;IDAMIVIF
47039;Louveciennes;;;;;;0;;;;;;;IDAMIVIF
46689;Vaucresson;;;;;;1;;;;;;;IDAMIVIF
591507;Pont Cardinet;;;;;;0;;;;;;;IDAMIVIF
47106;La Garenne-Colombes;;;;;;1;;;;;;;IDAMIVIF
47107;Nanterre-Université;;;;;;1;;;;;;;IDAMIVIF
47108;H1lles Carrières-sur-Seine;;;;;;1;;;;;;;IDAMIVIF
47129;Cergy-le-Haut;;;;;;1;;;;;;;IDAMIVIF
47118;La Garenne-Colombes;;;;;;1;;;;;;;IDAMIVIF
47115;Gare Saint-Lazare;;;;;;1;;;;;;;IDAMIVIF
46222;Issy-Val de Seine;;;;;;;;;;;;;IDAMIVIF
46227;Musée d'Orsay;;;;;;;;;;;;;IDAMIVIF
46231;Vitry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
46236;Juvisy-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46237;Epinay-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46479;Viroflay-Rive Gauche;;;;;;;;;;;;;IDAMIVIF
46530;Savigny-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46733;Issy;;;;;;;;;;;;;IDAMIVIF
46737;Pont de l'alma;;;;;;;;;;;;;IDAMIVIF
46741;Bibliothèque-François Mitterrand;;;;;;1;;;;;;;IDAMIVIF
46749;Epinay-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46753;Chamarande;;;;;;;;;;;;;IDAMIVIF
46951;Choisy-le-Roi;;;;;;;;;;;;;IDAMIVIF
46952;Etréchy;;;;;;;;;;;;;IDAMIVIF
46244;Saint-Quentin-en-Yvelines;;;;;;;;;;;;;IDAMIVIF
46248;Issy-Val de Seine;;;;;;;;;;;;;IDAMIVIF
46249;Javel;;;;;;;;;;;;;IDAMIVIF
46252;Invalides;;;;;;;;;;;;;IDAMIVIF
46268;Breuillet Bruyères-le-Châtel;;;;;;;;;;;;;IDAMIVIF
46441;Pont du Garigliano-Hôpital Européen G.Pompidou;;;;;;1;;;;;;;IDAMIVIF
46442;Choisy-le-Roi;;;;;;;;;;;;;IDAMIVIF
46443;Arpajon;;;;;;;;;;;;;IDAMIVIF
46485;Saint-Michel-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46758;Versailles-Chantiers;;;;;;;;;;;;;IDAMIVIF
46764;Invalides;;;;;;;;;;;;;IDAMIVIF
46768;Vitry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
46771;Ablon;;;;;;;;;;;;;IDAMIVIF
46785;Dourdan-la-Forêt;;;;;;;;;;;;;IDAMIVIF
47044;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
142904;Meudon-Val-Fleury;;;;;;;;;;;;;IDAMIVIF
142906;Issy;;;;;;;;;;;;;IDAMIVIF
6613864;Porchefontaine;;;;;;;;;;;;;IDAMIVIF
46276;Montigny-Beauchamp;;;;;;;;;;;;;IDAMIVIF
46286;Avenue Foch;;;;;;;;;;;;;IDAMIVIF
46289;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
46290;Pont de l'alma;;;;;;;;;;;;;IDAMIVIF
46293;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
46296;Massy-Palaiseau;;;;;;;;;;;;;IDAMIVIF
46445;Invalides;;;;;;;;;;;;;IDAMIVIF
46794;Porte de Clichy;;;;;;;;;;;;;IDAMIVIF
46801;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
46803;Musée d'Orsay;;;;;;;;;;;;;IDAMIVIF
46808;Massy-Palaiseau;;;;;;;;;;;;;IDAMIVIF
46957;Invalides;;;;;;;;;;;;;IDAMIVIF
142855;Ivry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
142893;Sainte-Geneviève-des-Bois;;;;;;;;;;;;;IDAMIVIF
142901;Epinay-sur-Orge;;;;;;;;;;;;;IDAMIVIF
162240;Pontoise;;;;;;;;;;;;;IDAMIVIF
591238;La Norville Saint-Germain-lès-Arpajon;;;;;;;;;;;;;IDAMIVIF
591242;Egly;;;;;;;;;;;;;IDAMIVIF
591243;Egly;;;;;;;;;;;;;IDAMIVIF
591247;Breuillet-Village;;;;;;;;;;;;;IDAMIVIF
591251;Sermaise;;;;;;;;;;;;;IDAMIVIF
2924302;Gare d'Austerlitz Grandes Lignes;;;;;;;;;;;;;IDAMIVIF
46302;Ivry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
46307;Rungis-La Fraternelle;;;;;;;;;;;;;IDAMIVIF
46310;Massy-Palaiseau;;;;;;;;;;;;;IDAMIVIF
46451;Orly-Ville;;;;;;;;;;;;;IDAMIVIF
46815;Vitry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
46820;Chemin d'Antony;;;;;;;;;;;;;IDAMIVIF
46821;Massy-Verrières;;;;;;;;;;;;;IDAMIVIF
46963;Orly-Ville;;;;;;;;;;;;;IDAMIVIF
46320;Invalides;;;;;;;;;;;;;IDAMIVIF
46322;Choisy-le-Roi;;;;;;;;;;;;;IDAMIVIF
46325;Athis-Mons;;;;;;;;;;;;;IDAMIVIF
46328;Epinay-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46452;Pont de l'alma;;;;;;;;;;;;;IDAMIVIF
46490;Chaville-Vélizy;;;;;;;;;;;;;IDAMIVIF
46491;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
46823;Versailles Château-Rive Gauche;;;;;;;;;;;;;IDAMIVIF
46830;Javel;;;;;;;;;;;;;IDAMIVIF
46838;Juvisy-sur-Orge;;;;;;;;;;;;;IDAMIVIF
47003;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
142867;Les Ardoines;;;;;;;;;;;;;IDAMIVIF
46332;Viroflay-Rive Gauche;;;;;;;;;;;;;IDAMIVIF
46337;Javel;;;;;;;;;;;;;IDAMIVIF
46338;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
46339;Invalides;;;;;;;;;;;;;IDAMIVIF
46340;Musée d'Orsay;;;;;;;;;;;;;IDAMIVIF
46342;Villeneuve-le-Roi;;;;;;;;;;;;;IDAMIVIF
46344;Athis-Mons;;;;;;;;;;;;;IDAMIVIF
46845;Chaville-Vélizy;;;;;;;;;;;;;IDAMIVIF
46846;Issy;;;;;;;;;;;;;IDAMIVIF
46850;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
46851;Invalides;;;;;;;;;;;;;IDAMIVIF
46855;Ablon;;;;;;;;;;;;;IDAMIVIF
46862;Massy-Palaiseau;;;;;;;;;;;;;IDAMIVIF
65840;Petit-Jouy-les-Loges;;;;;;;;;;;;;IDAMIVIF
65841;Versailles-Chantiers;;;;;;;;;;;;;IDAMIVIF
1470425;Sermaise;;;;;;;;;;;;;IDAMIVIF
1470428;Saint-Chéron;;;;;;;;;;;;;IDAMIVIF
1470443;Sainte-Geneviève-des-Bois;;;;;;;;;;;;;IDAMIVIF
1470453;Bibliothèque-François Mitterrand;;;;;;1;;;;;;;IDAMIVIF
1470461;Invalides;;;;;;;;;;;;;IDAMIVIF
1470462;Invalides;;;;;;;;;;;;;IDAMIVIF
1470466;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
1470471;Avenue Henri-Martin;;;;;;;;;;;;;IDAMIVIF
1470473;Avenue Foch;;;;;;;;;;;;;IDAMIVIF
1470476;Porte Maillot;;;;;;;;;;;;;IDAMIVIF
1470479;Porte de Clichy;;;;;;;;;;;;;IDAMIVIF
1470480;Porte de Clichy;;;;;;;;;;;;;IDAMIVIF
1470481;Saint-Ouen;;;;;;;;;;;;;IDAMIVIF
1470490;Saint-Gratien;;;;;;;;;;;;;IDAMIVIF
1470492;Ermont-Eaubonne;;;;;;;;;;;;;IDAMIVIF
1470494;Cernay;;;;;;;;;;;;;IDAMIVIF
1470500;Saint-Martin d'Etampes;;;;;;;;;;;;;IDAMIVIF
1470506;Chamarande;;;;;;;;;;;;;IDAMIVIF
1664167;Saint-Martin d'Etampes;;;;;;;;;;;;;IDAMIVIF
1664176;Lardy;;;;;;;;;;;;;IDAMIVIF
1664185;Sainte-Geneviève-des-Bois;;;;;;;;;;;;;IDAMIVIF
1664190;Savigny-sur-Orge;;;;;;;;;;;;;IDAMIVIF
1664195;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
1664196;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
1664205;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
1664206;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
1664208;Kennedy Radio-France;;;;;;;;;;;;;IDAMIVIF
1664209;Boulainvilliers;;;;;;;;;;;;;IDAMIVIF
1664213;Avenue Foch;;;;;;;;;;;;;IDAMIVIF
1664217;Pereire;;;;;;;;;;;;;IDAMIVIF
1664344;Franconville Plessis-Bouchard;;;;;;;;;;;;;IDAMIVIF
1670015;Gare d'Austerlitz Grandes Lignes;;;;;;;;;;;;;IDAMIVIF
1670024;Athis-Mons;;;;;;;;;;;;;IDAMIVIF
1673402;Bouray;;;;;;;;;;;;;IDAMIVIF
1673403;Lardy;;;;;;;;;;;;;IDAMIVIF
1673408;Etréchy;;;;;;;;;;;;;IDAMIVIF
1673409;Etampes;;;;;;;;;;;;;IDAMIVIF
6591402;Bibliothèque-François Mitterrand;;;;;;1;;;;;;;IDAMIVIF
6591406;Saint-Michel Notre-Dame;;;;;;;;;;;;;IDAMIVIF
6591407;Musée d'Orsay;;;;;;;;;;;;;IDAMIVIF
6591414;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
6591417;Issy-Val de Seine;;;;;;;;;;;;;IDAMIVIF
6591421;Meudon-Val-Fleury;;;;;;;;;;;;;IDAMIVIF
6591429;Versailles-Chantiers;;;;;;;;;;;;;IDAMIVIF
60287;Châtelet-Les Halles;;;;;;;;;;;;;IDAMIVIF
60294;Saint-Denis;;;;;;;;;;;;;IDAMIVIF
60295;Saint-Denis;;;;;;;;;;;;;IDAMIVIF
60304;Les Noues;;;;;;;;;;;;;IDAMIVIF
60310;La Borne-Blanche;;;;;;;;;;;;;IDAMIVIF
60311;La Borne-Blanche;;;;;;;;;;;;;IDAMIVIF
60316;Creil;;;;;;;;;;;;;IDAMIVIF
60318;Gare de Lyon;;;;;;1;;;;;;;IDAMIVIF
60328;Villeneuve-Triage;;;;;;;;;;;;;IDAMIVIF
60329;Villeneuve-Triage;;;;;;;;;;;;;IDAMIVIF
60391;Brunoy;;;;;;;;;;;;;IDAMIVIF
60392;Brunoy;;;;;;;;;;;;;IDAMIVIF
60402;Cesson;;;;;;;;;;;;;IDAMIVIF
60412;Pierrefitte Stains;;;;;;;;;;;;;IDAMIVIF
60438;Evry Courcouronnes;;;;;;1;;;;;;;IDAMIVIF
60447;Buno-Gironville;;;;;;;;;;;;;IDAMIVIF
60460;Châtelet-Les Halles;;;;;;;;;;;;;IDAMIVIF
60464;Saint-Denis;;;;;;;;;;;;;IDAMIVIF
60467;Villiers-le-Bel (Gonesse - Arnouville);;;;;;;;;;;;;IDAMIVIF
60479;Le Vert de Maisons;;;;;;;;;;;;;IDAMIVIF
60481;Villeneuve-Triage;;;;;;;;;;;;;IDAMIVIF
60484;Juvisy-sur-Orge;;;;;;;;;;;;;IDAMIVIF
60489;Grigny-Centre;;;;;;1;;;;;;;IDAMIVIF
60494;Moulin-Galant;;;;;;;;;;;;;IDAMIVIF
60496;Ballancourt;;;;;;;;;;;;;IDAMIVIF
132637;Stade de France-Saint-Denis;;;;;;1;;;;;;;IDAMIVIF
590099;La Borne-Blanche;;;;;;;;;;;;;IDAMIVIF
590105;Les Noues;;;;;;;;;;;;;IDAMIVIF
590107;Goussainville;;;;;;;;;;;;;IDAMIVIF
590108;Goussainville;;;;;;;;;;;;;IDAMIVIF
590123;Gare de Lyon (Banlieue);;;;;;1;;;;;;;IDAMIVIF
590133;Villeneuve-Saint-Georges;;;;;;;;;;;;;IDAMIVIF
590134;Villeneuve-Saint-Georges;;;;;;;;;;;;;IDAMIVIF
590136;Vigneux-sur-Seine;;;;;;;;;;;;;IDAMIVIF
590151;Essonnes-Robinson;;;;;;;;;;;;;IDAMIVIF
590154;Villabé;;;;;;;;;;;;;IDAMIVIF
590155;Le Plessis-Chenet-IBM;;;;;;;;;;;;;IDAMIVIF
590166;Vosves;;;;;;;;;;;;;IDAMIVIF
4473202;Creteil-Pompadour;;;;;;1;;;;;;;IDAMIVIF
1662661;Gare de Lyon;;;;;;1;;;;;;;IDAMIVIF
1662670;Villeneuve-Saint-Georges;;;;;;;;;;;;;IDAMIVIF
1662674;Juvisy-sur-Orge;;;;;;;;;;;;;IDAMIVIF
1662678;Grigny-Centre;;;;;;1;;;;;;;IDAMIVIF
1662679;Grigny-Centre;;;;;;1;;;;;;;IDAMIVIF
1662683;Evry Courcouronnes;;;;;;1;;;;;;;IDAMIVIF
4102154;Paris-Nord;;;;;;1;;;;;;;IDAMIVIF
4102155;Paris-Nord;;;;;;1;;;;;;;IDAMIVIF
4102156;Châtelet-Les Halles;;;;;;;;;;;;;IDAMIVIF
4102180;Le Mee;;;;;;;;;;;;;IDAMIVIF
4102182;Melun;;;;;;;;;;;;;IDAMIVIF
5005189;Pantin;;;;;;;;;;;;;IDAMIVIF
5005191;Noisy-le-Sec;;;;;;1;;;;;;;IDAMIVIF
5005193;Bondy;;;;;;1;;;;;;;IDAMIVIF
5005197;Gagny;;;;;;1;;;;;;;IDAMIVIF
5005198;Gagny;;;;;;1;;;;;;;IDAMIVIF
5005522;Rosny-Bois-Perrier;;;;;;;;;;;;;IDAMIVIF
5005529;Les Boullereaux Champigny;;;;;;1;;;;;;;IDAMIVIF
5005531;Villiers-sur-Marne Plessis-Trévise;;;;;;1;;;;;;;IDAMIVIF
5005666;Emerainville Pontault-Combault;;;;;;1;;;;;;;IDAMIVIF
5005671;Gretz-Armainvilliers;;;;;;;;;;;;;IDAMIVIF
5740950;Rosa Parks;;;;;;1;;;;;;;IDAMIVIF
5740951;Gare de l'Est;;;;;;1;;;;;;;IDAMIVIF
2067;Bérault;1001100010001;94080;606737;2427450;48.8453687094,2.42824450629;0;1;1;1;1;0;0;IDAMIVIF
1688;Tuileries;1001100010001;75101;599456;2429606;48.8647801217,2.3290949511;0;1;1;1;1;0;0;IDAMIVIF
1980;Concorde;1001100010001;75108;598876;2429706;48.8656780557,2.32119376847;0;1;1;1;1;0;0;IDAMIVIF
2154;Château de Vincennes;1001100010001;94080;607641;2427335;48.8443251036,2.44055234288;0;1;1;1;1;0;0;IDAMIVIF
2210;Gare de Lyon;1001100010001;75112;602713;2427468;48.8455597463,2.37344920163;0;1;1;1;1;0;0;IDAMIVIF
2331;Louvre-Rivoli;1001100010001;75101;600328;2429172;48.8608798168,2.34097327248;0;1;1;1;1;0;0;IDAMIVIF
1784;Père-Lachaise;1001100020001;75111;603726;2429427;48.8631611643,2.38726039685;0;1;1;1;1;0;0;IDAMIVIF
2087;Belleville;1001100020001;75119;602953;2430442;48.8722872798,2.37673767399;0;1;1;1;1;0;0;IDAMIVIF
1900;Jaurès;1001100020001;75119;602454;2431608;48.882768506,2.36994579566;0;1;1;1;1;0;0;IDAMIVIF
1674;Stalingrad;1001100020001;75119;602240;2431766;48.8841892535,2.36703043864;0;1;1;1;1;0;0;IDAMIVIF
1910;La Chapelle;1001100020001;75110;601671;2431788;48.8843886576,2.35927656094;0;1;1;1;1;0;0;IDAMIVIF
2029;Charles de Gaulle-Etoile;1001100020001;75108;596929;2430632;48.8739938,2.29466395849;0;1;1;1;1;0;0;IDAMIVIF
2398;Philippe Auguste;1001100020001;75111;603908;2428895;48.8583788007,2.38973472941;0;1;1;1;1;0;0;IDAMIVIF
2351;Ménilmontant;1001100020001;75111;603518;2429710;48.8657057469,2.38442937183;0;1;1;1;1;0;0;IDAMIVIF
2548;Belleville;1001100020001;75119;602953;2430442;48.8722872798,2.37673767399;0;1;1;1;1;0;0;IDAMIVIF
1935;Europe;1001100030001;75108;599007;2431195;48.8790603985,2.32297462907;0;1;1;1;1;0;0;IDAMIVIF
2204;Gallieni (Parc de Bagnolet);1001100030001;93006;605834;2429440;48.8632624857,2.41597536517;0;1;1;1;1;0;0;IDAMIVIF
2415;Porte de Bagnolet;1001100030001;75120;605309;2429559;48.8643364947,2.4088253727;0;1;1;1;1;0;0;IDAMIVIF
2493;Temple;1001100030001;75103;601840;2429827;48.866764127,2.3615713237;0;1;1;1;1;0;0;IDAMIVIF
2099;Arts-et-Métiers;1001100030001;75103;601439;2429692;48.8655518229,2.35610815179;0;1;1;1;1;0;0;IDAMIVIF
2313;Opéra;1001100030001;75109;599688;2430267;48.8707209355,2.33225474024;0;1;1;1;1;0;0;IDAMIVIF
2061;Barbès-Rochechouart;1001100040001;75109;600943;2431737;48.8839317292,2.34935570527;0;1;1;1;1;0;0;IDAMIVIF
1957;Gare du Nord;1001100040001;75110;601328;2431271;48.8797430235,2.35460080714;0;1;1;1;1;0;0;IDAMIVIF
1953;Gare de l'Est (Verdun);1001100040001;75110;601577;2430932;48.8766957953,2.35799250722;0;1;1;1;1;0;0;IDAMIVIF
1677;Strasbourg-Saint-Denis;1001100040001;75102;601321;2430146;48.8696323244,2.35450205976;0;1;1;1;1;0;0;IDAMIVIF
1964;Châtelet;1001100040001;75101;600834;2428885;48.8583000152,2.34786508424;0;1;1;1;1;0;0;IDAMIVIF
1975;Cité;1001100040001;75104;600712;2428594;48.8556848095,2.3462029262;0;1;1;1;1;0;0;IDAMIVIF
1845;Odéon;1001100040001;75106;600167;2428206;48.8521980045,2.33877999971;0;1;1;1;1;0;0;IDAMIVIF
1733;Saint-Sulpice;1001100040001;75106;599593;2428089;48.8511463143,2.33096285303;0;1;1;1;1;0;0;IDAMIVIF
1731;Saint-Placide;1001100040001;75106;599306;2427629;48.8470117994,2.32705510802;0;1;1;1;1;0;0;IDAMIVIF
1692;Vavin;1001100040001;75106;599439;2427078;48.8420598168,2.3288670471;0;1;1;1;1;0;0;IDAMIVIF
2040;Alésia;1001100040001;75114;599289;2425521;48.8280659789,2.32682741672;0;1;1;1;1;0;0;IDAMIVIF
2374;Réaumur-Sébastopol;1001100040001;75102;601183;2429747;48.8660466289,2.35262095068;0;1;1;1;1;0;0;IDAMIVIF
2322;Les Halles;1001100040001;75101;600732;2429298;48.86201193,2.34647644857;0;1;1;1;1;0;0;IDAMIVIF
2159;Alésia;1001100040001;75114;599289;2425521;48.8280659789,2.32682741672;0;1;1;1;1;0;0;IDAMIVIF
2089;Bobigny-Pablo-Picasso;1001100050001;93008;608285;2434326;48.9071472718,2.4494575012;0;1;1;1;1;0;0;IDAMIVIF
1932;Eglise de Pantin;1001100050001;93055;605605;2432819;48.8936324872,2.4129002627;0;1;1;1;1;0;0;IDAMIVIF
1746;Porte de Pantin;1001100050001;75119;604103;2432256;48.8885839402,2.39242287239;0;1;1;1;1;0;0;IDAMIVIF
2008;Bréguet-Sabin;1001100050001;75111;602516;2428715;48.8567679088,2.37077385505;0;1;1;1;1;0;0;IDAMIVIF
1759;Quai de la Rapée;1001100050001;75112;602233;2427513;48.8459659916,2.3669131764;0;1;1;1;1;0;0;IDAMIVIF
2287;Hoche;1001100050001;93055;604888;2432581;48.891499343,2.40312495732;0;1;1;1;1;0;0;IDAMIVIF
2294;Jacques-Bonsergent;1001100050001;75110;601767;2430265;48.8707007825,2.36057863225;0;1;1;1;1;0;0;IDAMIVIF
2136;Campo-Formio;1001100050001;75113;601634;2426354;48.8355511759,2.35875209186;0;1;1;1;1;0;0;IDAMIVIF
2403;Place d'Italie;1001100050001;75113;601392;2425879;48.8312826147,2.35545586703;0;1;1;1;1;0;0;IDAMIVIF
2068;Bercy;1001100060001;75112;603156;2426871;48.8401922036,2.37947725393;0;1;1;1;1;0;0;IDAMIVIF
1987;Corvisart;1001100060001;75113;600945;2425692;48.8296027042,2.34937026012;0;1;1;1;1;0;0;IDAMIVIF
1997;Denfert-Rochereau;1001100060001;75114;599760;2426181;48.833998196,2.33323849783;0;1;1;1;1;0;0;IDAMIVIF
1930;Edgar-Quinet;1001100060001;75114;599258;2426912;48.8405676854,2.32640281189;0;1;1;1;1;0;0;IDAMIVIF
2016;Cambronne;1001100060001;75115;597469;2427706;48.8476990674,2.30203914034;0;1;1;1;1;0;0;IDAMIVIF
2073;Boissière;1001100060001;75116;596589;2429838;48.866856114,2.29003807011;0;1;1;1;1;0;0;IDAMIVIF
2094;Daumesnil (Félix Eboué);1001100060001;75112;604354;2426781;48.8393764223,2.39578805708;0;1;1;1;1;0;0;IDAMIVIF
2543;Dugommier;1001100060001;75112;603881;2426725;48.8388761109,2.38934738424;0;1;1;1;1;0;0;IDAMIVIF
2524;Quai de la Gare;1001100060001;75113;602743;2426584;48.837614635,2.37385211235;0;1;1;1;1;0;0;IDAMIVIF
2404;Place d'Italie;1001100060001;75113;601417;2425860;48.8311117975,2.35579614238;0;1;1;1;1;0;0;IDAMIVIF
2217;Glacière;1001100060001;75113;600591;2425832;48.8308613646,2.34455142997;0;1;1;1;1;0;0;IDAMIVIF
2186;Denfert-Rochereau;1001100060001;75114;599760;2426181;48.833998196,2.33323849783;0;1;1;1;1;0;0;IDAMIVIF
2409;Raspail;1001100060001;75114;599572;2426724;48.8388783378,2.33067841595;0;1;1;1;1;0;0;IDAMIVIF
2537;La Motte-Picquet-Grenelle;1001100060001;75115;597155;2427853;48.8490188876,2.29776215737;0;1;1;1;1;0;0;IDAMIVIF
2118;Bir-Hakeim (Grenelle);1001100060001;75115;596498;2428444;48.8543271778,2.2888101004;0;1;1;1;1;0;0;IDAMIVIF
1911;La Courneuve-8-Mai-1945;1001100070001;93027;605406;2435810;48.920514466,2.41022577579;0;1;1;1;1;0;0;IDAMIVIF
1944;Fort d'Aubervilliers;1001100070001;93001;604919;2435091;48.9140567044,2.40357633118;0;1;1;1;1;0;0;IDAMIVIF
2085;Château Landon;1001100070001;75110;601875;2431128;48.8784565261,2.36205371292;0;1;1;1;1;0;0;IDAMIVIF
1971;Chaussée d'Antin (La Fayette);1001100070001;75109;599774;2430519;48.8729857839,2.33342622072;0;1;1;1;1;0;0;IDAMIVIF
1685;Tolbiac;1001100070001;75113;601507;2425309;48.8261594131,2.35701946286;0;1;1;1;1;0;0;IDAMIVIF
1740;Porte de Choisy;1001100070001;75113;602066;2424600;48.819785644,2.3646252716;0;1;1;1;1;0;0;IDAMIVIF
1734;Porte d'Ivry;1001100070001;75113;602410;2424775;48.8213573215,2.36930823389;0;1;1;1;1;0;0;IDAMIVIF
1790;Pierre et Marie Curie;1001100070001;94041;603040;2424170;48.8159171408,2.37787881315;0;1;1;1;1;0;0;IDAMIVIF
1925;Le Kremlin-Bicêtre;1001100070001;94043;601861;2423554;48.8103850843,2.36183067976;0;1;1;1;1;0;0;IDAMIVIF
2209;Gare de l'Est (Verdun);1001100070001;75110;601650;2430901;48.8764170121,2.35898704312;0;1;1;1;1;0;0;IDAMIVIF
